Place,Name,Year of birth,Country code,Country,Time,Event
45.0,"LIMTIACO, Tasi",1994,FSM,Micronesia,2:07.69,"Men, 200m Medley, Prelim, Open"
1.0,"KALISZ, Chase T",1994,USA,United States,4:09.42,"Men, 400m Medley, Final, Open"
2.0,"LITHERLAND, Jay Y",1995,USA,United States,4:10.28,"Men, 400m Medley, Final, Open"
3.0,"SMITH, Brendon",2000,AUS,Australia,4:10.38,"Men, 400m Medley, Final, Open"
4.0,"LITCHFIELD, Max",1995,GBR,Great Britain,4:10.59,"Men, 400m Medley, Final, Open"
4.0,"VERRASZTO, David",1988,HUN,Hungary,4:10.59,"Men, 400m Medley, Final, Open"
6.0,"MARCHAND, Leon",2002,FRA,France,4:11.16,"Men, 400m Medley, Final, Open"
7.0,"CLAREBURT, Lewis",1999,NZL,New Zealand,4:11.22,"Men, 400m Medley, Final, Open"
8.0,"RAZZETTI, Alberto",1999,ITA,Italy,4:11.32,"Men, 400m Medley, Final, Open"
1.0,"SMITH, Brendon",2000,AUS,Australia,4:09.27,"Men, 400m Medley, Prelim, Open"
2.0,"CLAREBURT, Lewis",1999,NZL,New Zealand,4:09.49,"Men, 400m Medley, Prelim, Open"
3.0,"KALISZ, Chase T",1994,USA,United States,4:09.65,"Men, 400m Medley, Prelim, Open"
4.0,"VERRASZTO, David",1988,HUN,Hungary,4:09.80,"Men, 400m Medley, Prelim, Open"
5.0,"LITHERLAND, Jay Y",1995,USA,United States,4:09.91,"Men, 400m Medley, Prelim, Open"
5.0,"RAZZETTI, Alberto",1999,ITA,Italy,4:09.91,"Men, 400m Medley, Prelim, Open"
7.0,"MARCHAND, Leon",2002,FRA,France,4:10.09,"Men, 400m Medley, Prelim, Open"
8.0,"LITCHFIELD, Max",1995,GBR,Great Britain,4:10.20,"Men, 400m Medley, Prelim, Open"
9.0,"SETO, Daiya",1994,JPN,Japan,4:10.52,"Men, 400m Medley, Prelim, Open"
10.0,"WANG, Shun",1994,CHN,China,4:10.63,"Men, 400m Medley, Prelim, Open"
11.0,"IKARI, Yuuki",2000,JPN,Japan,4:12.08,"Men, 400m Medley, Prelim, Open"
12.0,"HEIDTMANN, Jacob",1994,GER,Germany,4:12.09,"Men, 400m Medley, Prelim, Open"
13.0,"BERNEK, Peter",1992,HUN,Hungary,4:12.38,"Men, 400m Medley, Prelim, Open"
14.0,"PAPASTAMOS, Apostolos",2001,GRE,Greece,4:12.50,"Men, 400m Medley, Prelim, Open"
15.0,"PONS RAMON, Joan Lluis",1996,ESP,Spain,4:12.67,"Men, 400m Medley, Prelim, Open"
16.0,"LEE, Se-Bom",2001,AUS,Australia,4:15.76,"Men, 400m Medley, Prelim, Open"
17.0,"KNIPPING, Arjan",1994,NED,Netherlands,4:15.83,"Men, 400m Medley, Prelim, Open"
18.0,"STUPIN, Maxim",2000,RUS,Russia,4:16.21,"Men, 400m Medley, Prelim, Open"
19.0,"MATTEAZZI, Pier Andrea",1997,ITA,Italy,4:16.31,"Men, 400m Medley, Prelim, Open"
20.0,"LOPES, Jose Paulo",2000,POR,Portugal,4:16.52,"Men, 400m Medley, Prelim, Open"
21.0,"WILLIAMS, Brodie",1999,GBR,Great Britain,4:17.27,"Men, 400m Medley, Prelim, Open"
22.0,"ARROYO, Jarod A",2001,PUR,Puerto Rico,4:17.46,"Men, 400m Medley, Prelim, Open"
23.0,"NAGY, Richard",1993,SVK,Slovakia,4:18.29,"Men, 400m Medley, Prelim, Open"
24.0,"PERIBONIO, Tomas A",1996,ECU,Ecuador,4:18.73,"Men, 400m Medley, Prelim, Open"
25.0,"WANG, Hsing-Hao",1999,TPE,Chinese Taipei,4:19.06,"Men, 400m Medley, Prelim, Open"
26.0,"SHEMBEREV, Maksym",1993,AZE,Azerbaijan,4:19.40,"Men, 400m Medley, Prelim, Open"
27.0,"POLONSKY, Ron",2001,ISR,Israel,4:21.50,"Men, 400m Medley, Prelim, Open"
28.0,"MEIER, Christoph",1993,LIE,Liechtenstein,4:25.17,"Men, 400m Medley, Prelim, Open"
29.0,"VEGA TORRES, Luis Emigdio",1998,CUB,Cuba,4:27.65,"Men, 400m Medley, Prelim, Open"
